Date,Actual,Prophet,LSTM
2022-08-08,162.4921112060547,153.59117528117588,25761.066
2022-08-09,162.54139709472656,153.54848673425963,25939.293
2022-08-10,166.799072265625,153.62757814514123,26096.62
2022-08-11,166.05992126464844,153.579333918666,26263.125
2022-08-12,169.6178131103516,153.55187528656487,26422.059
2022-08-15,170.69210815429688,153.98897438584277,26594.725
2022-08-16,170.53439331054688,154.0073269503382,26776.393
2022-08-17,172.03247070312497,154.1344531238093,26954.422
2022-08-18,171.63827514648438,154.1186762902709,27132.34
2022-08-19,169.04620361328125,154.10579241805596,27298.24
2022-08-22,165.15316772460935,154.4607108887221,27428.223
2022-08-23,164.8180389404297,154.40541978215674,27497.62
2022-08-24,165.11373901367188,154.43471904916794,27518.545
2022-08-25,167.57766723632812,154.2970018979409,27506.246
2022-08-26,161.26010131835938,154.13862275946772,27489.535
2022-08-29,159.0524444580078,153.92856330864146,27423.598
2022-08-30,156.6180877685547,153.6486898511697,27310.79
2022-08-31,154.95245361328125,153.43960516775746,27152.363
2022-09-01,155.6817626953125,153.05283103242908,26957.229
2022-09-02,153.56277465820312,152.63812935697624,26751.293
2022-09-06,152.3012237548828,151.1244638251141,26532.027
2022-09-07,153.7106170654297,150.67889581632872,26305.072
2022-09-08,152.2322235107422,150.07082673858577,26094.45
2022-09-09,155.10025024414062,149.45340764987154,25894.617
2022-09-12,161.07286071777344,148.00013598952341,25733.877
2022-09-13,151.62120056152344,147.3709622268991,25653.137
2022-09-14,153.0699920654297,146.854166697448,25562.346
2022-09-15,150.17239379882812,146.20574634582775,25480.363
2022-09-16,148.5264892578125,145.5791761145356,25386.006
2022-09-19,152.25193786621094,144.28077543147668,25274.867
2022-09-20,154.6370391845703,143.75976065573045,25184.748
2022-09-21,151.5029296875,143.3760609253473,25131.328
2022-09-22,150.5370635986328,142.88303358027272,25083.145
2022-09-23,148.26036071777344,142.4311601832182,25034.074
2022-09-26,148.595458984375,141.73878290534094,24969.459
2022-09-27,149.57118225097656,141.43496654251874,24899.344
2022-09-28,147.67884826660156,141.26984912366387,24835.781
2022-09-29,140.42503356933594,140.99312869973474,24765.666
2022-09-30,136.20675659179688,140.75177542604087,24639.898
2022-10-03,140.39544677734375,140.62474691931936,24449.143
2022-10-04,143.99281311035156,140.47843091855466,24252.72
2022-10-05,144.28848266601562,140.45187798113795,24088.412
2022-10-06,143.33245849609375,140.2933722732071,23957.496
2022-10-07,138.06948852539062,140.14894401680138,23850.102
2022-10-10,138.39474487304688,140.18277236103327,23725.291
2022-10-11,136.97549438476562,140.04838673323314,23596.648
2022-10-12,136.34474182128906,140.01482219459996,23460.332
2022-10-13,140.9276885986328,139.8320872167545,23320.2
2022-10-14,136.38417053222656,139.64826087183204,23218.512
2022-10-17,140.3560333251953,139.4970558259847,23114.7
2022-10-18,141.67669677734375,139.50982043403081,23044.672
2022-10-19,141.78515625,139.621289355338,23011.744
2022-10-20,141.3218994140625,139.58419389651021,23007.738
2022-10-21,145.1459503173828,139.54922414756817,23020.982
2022-10-24,147.2945098876953,139.88713501772003,23074.535
2022-10-25,150.14285278320312,139.86131639035403,23170.06
2022-10-26,147.19593811035156,139.94695844098072,23312.227
2022-10-27,142.71156311035156,139.89772589805318,23458.258
2022-10-28,153.49378967285156,139.8648658209734,23565.893
2022-10-31,151.12838745117188,140.2944912540255,23721.947
2022-11-01,148.47718811035156,140.32586450319658,23886.096
2022-11-02,142.93826293945312,140.48026155916006,24028.46
2022-11-03,136.876953125,140.50987140346336,24106.521
2022-11-04,136.61041259765625,140.56423768533392,24089.213
2022-11-07,137.1434783935547,141.2864168625096,24002.895
2022-11-08,137.71607971191406,141.41868868309228,23875.48
2022-11-09,133.14527893066406,141.67218772168562,23729.635
2022-11-10,144.99183654785156,141.79710088674193,23543.8
2022-11-11,147.78562927246094,141.94109767321086,23428.668
2022-11-14,146.38380432128906,142.88217365015123,23390.52
2022-11-15,148.12130737304688,143.06658816967837,23399.604
2022-11-16,146.8872833251953,143.3604049843671,23455.508
2022-11-17,148.7926025390625,143.5133923352897,23532.5
2022-11-18,149.35528564453125,143.67309293357502,23634.8
2022-11-21,146.1172637939453,144.58998511002503,23753.738
2022-11-22,148.25949096679688,144.74482007313557,23853.85
2022-11-23,149.1381378173828,144.99996434349063,23951.547
2022-11-25,146.2159881591797,145.21316484835407,24048.781
2022-11-28,142.37574768066406,145.94689208768435,24118.756
2022-11-29,139.36471557617188,146.0374347728543,24137.053
2022-11-30,146.13699340820312,146.22893716784864,24094.988
2022-12-01,146.41342163085938,146.27361434317456,24063.12
2022-12-02,145.9198455810547,146.32141356932334,24041.857
2022-12-05,144.75491333007812,146.90308364640327,24026.182
2022-12-06,141.0824737548828,146.95260412766862,24006.934
2022-12-07,139.13768005371094,147.10807527447497,23958.623
2022-12-08,140.8258056640625,147.12148187809015,23877.479
2022-12-09,140.34207153320312,147.14234039435573,23789.506
2022-12-12,142.6422882080078,147.6623155772909,23697.145
2022-12-13,143.6097412109375,147.69471749304338,23623.697
2022-12-14,141.37863159179688,147.8331260070059,23574.648
2022-12-15,134.75445556640625,147.82848377758555,23528.768
2022-12-16,132.78990173339844,147.82929301686133,23437.52
2022-12-19,130.67723083496094,148.26821475718103,23303.512
2022-12-20,130.60812377929688,148.2643290145984,23129.076
2022-12-21,133.71788024902344,148.36110746195112,22933.547
2022-12-22,130.53904724121094,148.3093868213438,22755.828
2022-12-23,130.1737823486328,148.25780005322625,22575.502
2022-12-27,128.36717224121094,148.44125890080664,22399.713
2022-12-28,124.4281997680664,148.46950330114854,22221.992
